"billing_log_recid","Open/Closed","Invoice","Ticket #","Company Name","Customer PO","Invoice Total","Date","Status","Invoice Type","Project / Phase","Sales Order #","Location","Department","Internal Notes","GL","Routed To","Down Payment Applied","Credit Amount","Paid Amount","Date Paid","Agreement Type","Bill To","Invoice Balance","Site","Invoice Delivery","Tax Code","Account ID","Due Date","Invoice Reference","Service Total","Expense Total","Product Total","Sales Tax","Unbatched","Billing Terms","Pending Application","Procurement Needed","Partner Name","Sales Rep.","Business Development?"
"30292","Closed","30247","","Millworks Etc","Monthly Managed Services","1330.00","07/01/2025 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","1330.00","07/25/2025 1:55 pm","Managed Services","Millworks Etc","0.00","Main","E-Mail","Avatax","Milworks Etc","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","1330.00","0.00","False","Due Upon Receipt","False","false","","","false"
"30431","Closed","30349","","Millworks Etc","Licensing Monthly","570.50","07/01/2025 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","570.50","07/25/2025 1:56 pm","Licensing Monthly","Millworks Etc","0.00","Main","E-Mail","Avatax","Milworks Etc","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","570.50","0.00","False","Due Upon Receipt","False","false","","","false"
"30530","Closed","30448","","Mission Management Services, LLC","Licensing Monthly ","13.00","07/01/2025 12:00 am","Closed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","13.00","07/08/2025 2:04 pm","Licensing Monthly","Mission Management Services, LLC","0.00","Main","E-Mail","Avatax","Mission Management Services, LLC","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","13.00","0.00","False","Due Upon Receipt","False","false","Barracuda","Heather Kohler","true"
"30315","Closed","30270","","Monzon Dental","Monthly Managed Services","355.73","07/01/2025 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","355.73","07/16/2025 5:20 pm","Managed Services","Monzon Dental","0.00","New Main","E-Mail","Avatax","monzon","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","352.48","3.25","False","Due Upon Receipt","False","false","","","false"
"30445","Closed","30363","","Morgan Samuels Company","Licensing Monthly","294.13","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","294.13","07/23/2025 10:21 am","Licensing Monthly","Morgan Samuels Company","0.00","Main","E-Mail","Avatax","Morgan Samuels Company","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","268.00","26.13","False","Due Upon Receipt","False","false","","","false"
"30460","Closed","30378","","MultiTaction","Licensing Monthly","120.00","07/01/2025 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","120.00","0.00","10/02/2025 6:17 pm","Licensing Monthly","MultiTaction","0.00","Main","E-Mail","Avatax","MultiTaction","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","120.00","0.00","False","Due Upon Receipt","False","false","","","false"
"30481","Closed","30399","","National ABA Service Quality Network","Licensing Monthly ","84.12","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","84.12","07/02/2025 2:03 am","Licensing Monthly","National ABA Service Quality Network","0.00","Main","E-Mail","Avatax","National ABA Service Quality Network","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","78.90","5.22","False","Due Upon Receipt","False","","","",""
"30550","Closed","30399.1","","National ABA Service Quality Network","","2.70","07/01/2025 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","2.70","07/02/2025 9:52 am","","National ABA Service Quality Network","0.00","Main","E-Mail","Avatax","National ABA Service Quality Network","07/01/2025 12:00 am","Online Processing Fee for 30399.1","0.00","0.00","2.52","0.18","False","Due Upon Receipt","False","","","",""
"30327","Closed","30282","","Notes for Notes","Monthly Managed Services","0.00","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","0.00","06/06/2025 11:35 am","Managed Services","Notes for Notes","0.00","Main","E-Mail","Avatax","Notes for Notes","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","0.00","0.00","False","Due Upon Receipt","False","","","",""
"30302","Closed","30257","","Organic Certifiers","Monthly Managed Services","672.75","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","672.75","07/01/2025 7:15 pm","Managed Services","Organic Certifiers","0.00","Main","E-Mail","Avatax","Organic Certifiers","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","670.50","2.25","False","Due Upon Receipt","False","","","",""
"30287","Closed","30242","","Pacific Blue Engineering","Monthly Managed Services","1615.00","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","1615.00","08/29/2025 9:37 am","Managed Services","Pacific Blue Engineering","0.00","Main","E-Mail","Avatax","Pacific Blue Engineering","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","1615.00","0.00","False","Due Upon Receipt","False","false","","","false"
"30424","Closed","30342","","Pacific Blue Engineering","Licensing Monthly ","895.08","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","895.08","08/14/2025 9:45 am","Licensing Monthly","Pacific Blue Engineering","0.00","Main","E-Mail","Avatax","Pacific Blue Engineering","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","895.08","0.00","False","Due Upon Receipt","False","false","","","false"
"30457","Closed","30375","","Patrick Daniel Law","Licensing Monthly","145.93","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","145.93","07/02/2025 1:57 am","Licensing Monthly","Patrick Daniel Law","0.00","Main","E-Mail","Avatax","Patrick Daniel Law","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","136.90","9.03","False","Due Upon Receipt","False","","","",""
"30543","Closed","30375.1","","Patrick Daniel Law","","5.45","07/01/2025 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","5.45","07/02/2025 9:52 am","","Patrick Daniel Law","0.00","Main","E-Mail","Avatax","Patrick Daniel Law","07/01/2025 12:00 am","Online Processing Fee for 30375.1","0.00","0.00","5.11","0.34","False","Due Upon Receipt","False","","","",""
"30487","Closed","30405","","PDM Specialists","Licensing Monthly ","68.00","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","68.00","07/02/2025 5:17 am","Licensing Monthly","PDM Specialists","0.00","Main","E-Mail","Avatax","PDM Specialists","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","68.00","0.00","False","Due Upon Receipt","False","","","",""
"30515","Closed","30433","","Peer Coach Academy","Licensing Monthly ","37.50","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","37.50","07/07/2025 8:38 am","Licensing Monthly","Peer Coach Academy","0.00","Main","E-Mail","Avatax","Peer Coach Academy","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","37.50","0.00","False","Due Upon Receipt","False","false","","","false"
"30320","Closed","30275","","Performance Glass 805, Inc.","Monthly Managed Services","241.74","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","241.74","07/01/2025 7:15 pm","Managed Services","Performance Glass 805, Inc.","0.00","Main","E-Mail","Avatax","Performance Glass","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","238.12","3.62","False","Due Upon Receipt","False","","","",""
"30300","Closed","30255","","Ransom Seed Laboratory","Monthly Managed Services","757.54","07/01/2025 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","757.54","06/30/2025 9:32 am","Managed Services","Ransom Seed Laboratory","0.00","Shipping","E-Mail","Avatax","Ransom","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","753.65","3.89","False","Due Upon Receipt","False","false","","","false"
"30504","Closed","30422","","Ransom Seed Laboratory","Licensing Monthly","46.50","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","46.50","07/15/2025 10:17 am","Licensing Monthly","Ransom Seed Laboratory","0.00","Shipping","E-Mail","Avatax","Ransom","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","46.50","0.00","False","Due Upon Receipt","False","false","","","false"
"30519","Closed","30437","","RCS Management LLC","Licensing Monthly ","34.80","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","34.80","07/02/2025 2:04 am","Licensing Monthly","RCS Management LLC","0.00","Main","E-Mail","Avatax","RCS Management LLC","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","34.80","0.00","False","Due Upon Receipt","False","","","",""
"30569","Closed","30437.1","","RCS Management LLC","","1.04","07/01/2025 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","1.04","07/02/2025 2:04 am","","RCS Management LLC","0.00","Main","E-Mail","Avatax","RCS Management LLC","07/01/2025 12:00 am","Online Processing Fee for 30437.1","0.00","0.00","1.04","0.00","False","Due Upon Receipt","False","","","",""
"30305","Closed","30260","","Realworld Asset Group","Monthly Managed Services","656.80","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","656.80","07/24/2025 10:12 am","Managed Services","Realworld Asset Group","0.00","www.realworldassetgroup.com","E-Mail","Avatax","RWA Group","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","656.80","0.00","False","Due Upon Receipt","False","false","","","false"
"30426","Closed","30344","","Realworld Asset Group","Licensing Monthly ","811.20","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","360.00","451.20","03/03/2026 8:18 am","Licensing Monthly","Realworld Asset Group","0.00","www.realworldassetgroup.com","E-Mail","Avatax","RWA Group","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","811.20","0.00","False","Due Upon Receipt","False","false","","","false"
"30522","Closed","30440","","RL Technology Solutions, Inc.","Licensing Monthly ","30.50","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","30.50","07/02/2025 5:18 am","Licensing Monthly","RL Technology Solutions, Inc.","0.00","Main","E-Mail","Avatax","RL Technology Solutions Inc","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","30.50","0.00","False","Due Upon Receipt","False","","","",""
"30448","Closed","30366","","Safe-T Security","Licensing Monthly","238.05","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","238.05","07/02/2025 5:16 am","Licensing Monthly","Fire Sprinkler Systems","0.00","Main","E-Mail","Avatax","Safe-T Security","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","233.58","4.47","False","Due Upon Receipt","False","","","",""
"30473","Closed","30391","","SafetyMed LLC","Licensing Monthly","95.94","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","95.94","07/02/2025 5:17 am","Licensing Monthly","SafetyMed LLC","0.00","Main","E-Mail","Avatax","Safetymed","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","90.00","5.94","False","Due Upon Receipt","False","","","",""
"30298","Closed","30253","","San Francisco Public Health Foundation","Monthly Managed Services","885.00","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","885.00","07/01/2025 7:14 pm","Managed Services","San Francisco Public Health Foundation","0.00","Main","E-Mail","Avatax","SF Public Health Foundation","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","885.00","0.00","False","Due Upon Receipt","False","","","",""
"30446","Closed","30364","","San Francisco Public Health Foundation","Licensing Monthly ","263.10","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","263.10","07/02/2025 5:16 am","Licensing Monthly","San Francisco Public Health Foundation","0.00","Main","E-Mail","Avatax","SF Public Health Foundation","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","263.10","0.00","False","Due Upon Receipt","False","","","",""
"30279","Closed","30234","","Secure Money Advisors","Monthly Managed Services","2620.51","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","2620.51","06/09/2025 8:16 am","Managed Services","Secure Money Advisors","0.00","Main","E-Mail","Avatax","Secure Money Advisors","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","2620.51","0.00","False","Due Upon Receipt","False","","","",""
"30422","Closed","30340","","Secure Money Advisors","Licensing Monthly","1100.61","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","1100.61","07/02/2025 5:15 am","Licensing Monthly","Secure Money Advisors","0.00","Main","E-Mail","Avatax","Secure Money Advisors","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","1100.61","0.00","False","Due Upon Receipt","False","","","",""
"30323","Closed","30278","","SecuriTech","Monthly Managed Services","188.42","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","188.42","06/06/2025 2:18 pm","Managed Services","SecuriTech","0.00","Main","E-Mail","Avatax","SecuriTech","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","185.00","3.42","False","Due Upon Receipt","False","","","",""
"30483","Closed","30401","","SecuriTech","Licensing Monthly ","75.00","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","75.00","07/07/2025 5:17 pm","Licensing Monthly","SecuriTech","0.00","Main","E-Mail","Avatax","SecuriTech","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","75.00","0.00","False","Due Upon Receipt","False","","","",""
"30310","Closed","30265","","Selvin Property Management, Inc.","Monthly Managed Services","585.00","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","585.00","07/11/2025 11:02 am","Managed Services","Selvin Property Management, Inc.","0.00","Main","E-Mail","Avatax","Selvin Property Management, Inc.","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","585.00","0.00","False","Due Upon Receipt","False","false","","","false"
"30514","Closed","30432","","Sharp Hue","Licensing Monthly ","40.00","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","40.00","07/02/2025 5:18 am","Licensing Monthly","Sharp Hue","0.00","Main","E-Mail","Avatax","Sharp Hue","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","40.00","0.00","False","Due Upon Receipt","False","","","",""
"30278","Closed","30233","","Snap Creative","Monthly Managed Services","3102.60","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","3102.60","06/17/2025 11:41 am","Managed Services","Snap Creative","0.00","New Main","E-Mail","Avatax","Snap Creative","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","3080.00","22.60","False","Due Upon Receipt","False","false","","","false"
"30421","Closed","30339","","Snap Creative","Licensing Monthly","1505.92","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","1505.92","07/15/2025 10:23 am","Licensing Monthly","Snap Creative","0.00","New Main","E-Mail","Avatax","Snap Creative","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","1503.60","2.32","False","Due Upon Receipt","False","false","","","false"
"30450","Closed","30368","","Southern Atlantic Holdings","Licensing Monthly","199.93","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","199.93","07/02/2025 5:16 am","Licensing Monthly","Southern Atlantic Holdings","0.00","Main","E-Mail","Avatax","Southern Atlantic Holdings","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","183.00","16.93","False","Due Upon Receipt","False","","","",""
"30274","Closed","30229","","Southland Stone USA Inc.","Monthly Managed Services","3588.58","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","3588.58","07/18/2025 6:17 pm","Managed Services","Southland Stone USA Inc.","0.00","Main","E-Mail","Avatax","Southland Stone USA Inc.","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","3577.77","10.81","False","Due Upon Receipt","False","","","",""
"30454","Closed","30372","","Southland Stone USA Inc.","Licensing Monthly","163.80","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","163.80","07/17/2025 6:47 pm","Licensing Monthly","Southland Stone USA Inc.","0.00","Main","E-Mail","Avatax","Southland Stone USA Inc.","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","163.80","0.00","False","Due Upon Receipt","False","","","",""
"30324","Closed","30279","","Spectrum Medical X-Ray Company","Monthly Managed Services","100.00","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","100.00","07/11/2025 11:13 am","Managed Services","Spectrum Medical X-Ray Company","0.00","Main","E-Mail","Avatax","Spectrum Medical","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","100.00","0.00","False","Due Upon Receipt","False","false","","","false"
"30430","Closed","30348","","Spectrum Medical X-Ray Company","Licensing Monthly ","639.45","07/01/2025 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","639.45","08/12/2025 8:13 pm","Licensing Monthly","Spectrum Medical X-Ray Company","0.00","Main","E-Mail","Avatax","Spectrum Medical","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","639.45","0.00","False","Due Upon Receipt","False","false","","","false"
"30500","Closed","30418","","Stryde Research","Licensing Monthly","52.23","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","52.23","07/02/2025 5:17 am","Licensing Monthly","Stryde Research","0.00","Main","E-Mail","Avatax","Stryde Research","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","49.00","3.23","False","Due Upon Receipt","False","","","",""
"30313","Closed","30268","","Stuart Rose Heating and Air Conditioning","Monthly Managed Services","412.31","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","412.31","06/19/2025 10:23 am","Managed Services","Stuart Rose Heating and Air Conditioning","0.00","Main","E-Mail","Avatax","Stuart Rose Heating and Air Conditioning","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","410.50","1.81","False","Due Upon Receipt","False","false","","","false"
"30458","Closed","30376","","Stuart Rose Heating and Air Conditioning","Licensing Monthly ","133.30","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","133.30","07/25/2025 1:49 pm","Licensing Monthly","Stuart Rose Heating and Air Conditioning","0.00","Main","E-Mail","Avatax","Stuart Rose Heating and Air Conditioning","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","133.30","0.00","False","Due Upon Receipt","False","false","","","false"
"30273","Closed","30228","","Studio Designs","Monthly Managed Services","3670.00","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","3670.00","06/27/2025 5:46 pm","Managed Services","Studio Designs","0.00","Main","E-Mail","Avatax","Studio Designs","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","3670.00","0.00","False","Due Upon Receipt","False","","","",""
"30469","Closed","30387","","Syncronys","Licensing Monthly ","100.00","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","100.00","07/02/2025 2:03 am","Licensing Monthly","Syncronys","0.00","Main","E-Mail","Avatax","Syncronys","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","100.00","0.00","False","Due Upon Receipt","False","","","",""
"30546","Closed","30387.1","","Syncronys","","3.00","07/01/2025 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","3.00","07/02/2025 2:03 am","","Syncronys","0.00","Main","E-Mail","Avatax","Syncronys","07/01/2025 12:00 am","Online Processing Fee for 30387.1","0.00","0.00","3.00","0.00","False","Due Upon Receipt","False","","","",""
"30459","Closed","30377","","Techtron Environmental Solutions","Licensing Monthly ","124.00","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","124.00","07/02/2025 5:16 am","Licensing Monthly","Techtron Environmental Solutions","0.00","Main","E-Mail","Avatax","Techtron","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","124.00","0.00","False","Due Upon Receipt","False","","","",""
"30293","Closed","30248","","Teddy Bear Cancer Foundation","Monthly Managed Services","1237.40","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","1237.40","07/07/2025 12:02 pm","Managed Services","Teddy Bear Cancer Foundation","0.00","Main","E-Mail","Avatax","Teddy Bear Cancer Foundation","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","1230.00","7.40","False","Due Upon Receipt","False","","","",""
"30282","Closed","30237","","Teeccino","Monthly Managed Services","2165.39","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","2165.39","07/17/2025 3:18 pm","Managed Services","Teeccino","0.00","Ventura","E-Mail","Avatax","Teeccino","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","2148.00","17.39","False","Due Upon Receipt","False","","","",""
"30434","Closed","30352","","Teeccino","Licensing Monthly ","499.50","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","499.50","07/17/2025 3:18 pm","Licensing Monthly","Teeccino","0.00","Main","E-Mail","Avatax","Teeccino","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","499.50","0.00","False","Due Upon Receipt","False","","","",""
"30329","Closed","30284","","Teen Arts NJ (Arts and Education Center)","Managed Services","0.00","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","0.00","06/06/2025 11:35 am","Managed Services","Teen Arts NJ (Arts and Education Center)","0.00","Main","E-Mail","Avatax","ArtsAndEdCenter","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","0.00","0.00","False","Due Upon Receipt","False","","","",""
"30531","Closed","30449","","Thater Made","Licensing Monthly ","12.60","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","12.60","07/02/2025 2:04 am","Licensing Monthly","Thater Made","0.00","Main","E-Mail","Avatax","Thater Made","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","12.60","0.00","False","Due Upon Receipt","False","","","",""
"30573","Closed","30449.1","","Thater Made","","0.38","07/01/2025 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","0.38","07/02/2025 2:04 am","","Thater Made","0.00","Main","E-Mail","Avatax","Thater Made","07/01/2025 12:00 am","Online Processing Fee for 30449.1","0.00","0.00","0.38","0.00","False","Due Upon Receipt","False","","","",""
"30518","Closed","30436","","The Bridge Center For Hope","Licensing Monthly ","34.80","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","34.80","07/02/2025 5:18 am","Licensing Monthly","The Bridge Center For Hope","0.00","Main","E-Mail","Avatax","The Bridge Center for Hope","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","34.80","0.00","False","Due Upon Receipt","False","","","",""
"30322","Closed","30277","","The Elements Agency, LLC","Monthly Managed Services","231.75","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","231.75","07/01/2025 8:50 am","Managed Services","The Elements Agency, LLC","0.00","Main","E-Mail","Avatax","Elements Agency","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","231.75","0.00","False","Due Upon Receipt","False","","","",""
"30414","Closed","30277.1","","The Elements Agency, LLC","","8.11","07/01/2025 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","8.11","07/01/2025 8:50 am","","The Elements Agency, LLC","0.00","Main","E-Mail","Avatax","Elements Agency","07/01/2025 12:00 am","Online Processing Fee for 30277.1","0.00","0.00","8.11","0.00","False","Due Upon Receipt","False","","","",""
"30474","Closed","30392","","The Elements Agency, LLC","Licensing Monthly ","87.90","07/01/2025 12:00 am","No Past Due Notices Sent","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","87.90","07/02/2025 2:03 am","Licensing Monthly","The Elements Agency, LLC","0.00","Main","E-Mail","Avatax","Elements Agency","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","87.90","0.00","False","Due Upon Receipt","False","","","",""
"30548","Closed","30392.1","","The Elements Agency, LLC","","3.08","07/01/2025 12:00 am","No Past Due Notices Sent","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","3.08","07/02/2025 2:03 am","","The Elements Agency, LLC","0.00","Main","E-Mail","Avatax","Elements Agency","07/01/2025 12:00 am","Online Processing Fee for 30392.1","0.00","0.00","3.08","0.00","False","Due Upon Receipt","False","","","",""
"30520","Closed","30438","","The Financial Lady","Licensing Monthly ","35.18","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","35.18","07/02/2025 5:18 am","Licensing Monthly","The Financial Lady","0.00","Main","E-Mail","Avatax","The Financial Lady","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","33.50","1.68","False","Due Upon Receipt","False","","","",""
"30497","Closed","30415","","The Grigg Group","Licensing Monthly ","54.50","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","54.50","07/02/2025 2:04 am","Licensing Monthly","The Grigg Group","0.00","Main","E-Mail","Avatax","Grigg Group","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","54.50","0.00","False","Due Upon Receipt","False","","","",""
"30560","Closed","30415.1","","The Grigg Group","","1.64","07/01/2025 12:00 am","Closed - Emailed","Miscellaneous","","","Corporate","Managed Services","","N","WisePay","0.00","0.00","1.64","07/02/2025 2:04 am","","The Grigg Group","0.00","Main","E-Mail","Avatax","Grigg Group","07/01/2025 12:00 am","Online Processing Fee for 30415.1","0.00","0.00","1.64","0.00","False","Due Upon Receipt","False","","","",""
"30291","Closed","30246","","The Pacific Center for Financial Services","Monthly Managed Services","1350.00","07/01/2025 12:00 am","Closed - Emailed","Agreement","","","Corporate","Managed Services","","N","Batsford2","0.00","0.00","1350.00","07/01/2025 8:49 am","Managed Services","The Pacific Center for Financial Services","0.00","Main","E-Mail","Avatax","Pacific Center for Financial Services","07/01/2025 12:00 am","Monthly Billing for July","0.00","0.00","1350.00","0.00","False","Due Upon Receipt","False","","","",""
